sample0,sample1,sample2,sample3,sample4
FC(F)(F)[C@@H](Cc1ccc(Nc2ccc(Sc3ccccn3)cc2)cc1)C1[NH+]=c2ccccc2=[NH+]1,O=S(=O)(NCCc1cc2c(cc1Cl)OCCO2)c1c(F)cccc1F,CCn1c(C(F)(F)F)nc2cc(C(=O)NC[C@H]3CCO[C@H]3c3ccccc3OC)ccc21,C[C@H]1CCN(Cc2cccc(S(=O)(=O)c3c(F)cccc3F)c2)C1,CCn1c(NC(=O)C[NH2+][C@@H]2CCC[C@@H]([NH3+])C2)nnc1OC
COC[C@H](O)COc1cc(N)ccc1Cl,Cc1n[nH]c(-c2ccc(F)cc2F)c1Br,Cc1nc(OCC(=O)N(C)CC(=O)N[C@H](CC(C)C)C(=O)N[C@H]2CCS(=O)(=O)C2)c(C)s1,COc1cccc(CC(=O)NNc2ccc3[nH]c(C)nc3c2)c1,CC(C)Cc1noc(C[C@@H]2CCCCC[C@@H]2O)n1
CC[C@H](CCO)C[NH2+][C@@H](C)[C@@H]1CCCCO1,CC[NH2+][C@H](C)c1ccc([C@@H]2SCCc3ccccc32)cc1,COC(C)=O,C/C(=C/C(=O)NCCCCC(=O)[O-])C(C)(C)C,CN(C)C(=O)NCc1nnc([NH+]2CCN(CC(=O)C3CCC3)CC2)n1C
COc1cc(NCC[C@@H]2CC[C@@H](C)C2)c(Cl)cc1[NH2+]CC[NH+]=Cc1ccccc1,COc1ccccc1-c1ccc(C(=O)NNC(=O)C2CCN(Cc3nc(C)cs3)CC2)cc1,Cc1ccc(C(=O)C(C#N)=Cc2ccc(C(=O)Nc3cc(F)ccc3F)cc2)cc1F,C[C@@H]1C[C@@H](C)CN(C(=O)N/N=C\c2ccc(N3CCCC3=O)cc2)C1,C[C@@H]1C[C@H](C)C[NH+](CC[C@@H](C)NC2CCN(c3ccccc3)CC2)C1
CC(=O)Nc1cccc(Br)c1,C[C@](N)(C(=O)Nc1nc(C#N)cc(-c2ccco2)n1)C(F)(F)F,FC(F)ON1C(=S)NN[C@@H]1c1cccc(CCBr)c1,Cc1ccccc1NC(=O)NCCOc1sccc1C,CCc1c(Nc2ccccc2C)noc1C(=O)N[C@@H](C#N)C(C)C
O=C(N1CCC[C@@]2(CCC(=O)N(n3ccnn3)C2)C1)N1CCCC[C@@H]1n1cccn1,Cc1ccc(NC(=O)ON2CCC[C@@H](C)CC2)cc1C,CSc1ccc(C(=O)N(Cc2nnsc2Cl)C(=O)c2ccccc2)cc1,O=C(Nc1ccccc1)c1nn2c(Cc3ccccc3)nnc2s1,O=C(c1cnn(-c2ccccc2)c1)c1ccccc1CSc1nncs1
CSCC[C@H]1NC(=S)N(Nc2ccccc2CCc2cccs2)C1=O,CCNC(=O)c1ccccc1,CCC(=O)N1c2ncnn2[C@H](c2ccccc2)C[C@H]1NCc1ccc(Br)cc1N,C[C@@H](CC(F)(F)F)NC(=O)CS(=O)(=O)c1ccccc1,CCCc1cc(C(=O)NCN2CCSCC2)no1
C/[NH+]=C(\NCCC(=O)NCc1ccc(=O)n(C)n1)NCC1CC1,CCOC(=O)c1cccc(CN/C=C(/C#N)C(N)=O)c1C,CC(=O)c1snnc1NCc1cc(C)c(-c2ccccc2)c(C)c1,CCn1ccc(NC(=O)OCc2ccc(Cl)c3cccnc23)n1,COCNCc1ccc(Cc2ccncn2)nc1C
Cc1ccc(CNC(=O)c2sccc2C)cc1C,COc1ccccc1[C@@H](C)CC(=O)NNC(=O)[C@@H](C)CN(C)c1ccccc1,O=C1[C@H]2CCCC[C@H]2C(=O)N1Cn1nc(OCC2CC2)ccc1=O,COc1cc(C)cc(OCC(=O)NSCc2c(C)n[nH]c2-c2ccccc2)c1,Cc1nnc(-c2cc(NC(=[NH2+])NCC(=O)C(C)(C)C)ccc2C)s1
O=C([O-])c1cc(Br)n(Cc2ccncc2)c1,CC[C@H]1CCCCN1C(=O)n1cnc2oc(C)c(C)c2c1=O,C[C@H]1C[C@@H](Cc2cnc3ncccn23)CC[NH+]1NCCO[C@H]1CCC[NH+](C)C1,CN(Cc1cccnc1)C(=O)C[S@+]([O-])CN1CCC[C@@H]1C1(c2ccccc2)CCOCC1,COc1c(Cn2cc[nH+]c2)nn(C)c1OC
C[C@@H](CO)Oc1ccc(C(N)=O)cc1-c1ccc(Cl)c(Cl)c1,CCC(=O)Nc1nc(CNc2cccnc2)cs1,Cc1ccnc(NCc2cnn(C(=O)N3C[C@H](C)CC[C@@H]3C)c2)c1,O=C(CCc1cc2cc(F)ccc2[nH]1)NC(=O)N1C[C@@]2(CCOC2)CCC1=O,C[NH+]1CCc2onc(-c3cccc(-n4cnnn4)c3)c2C1
CC(=O)c1ccc2c(c1)CN(C=NNC(=O)[C@@H](C)c1cccc(O)c1)C2,C=CC[NH+]1CCN(CCC/C([O-])=N/S(=O)(=O)c2ccc(F)cc2)CC1,O=C(NC[NH+]1CCC[C@H]2CCC[C@@H]21)NNC(=O)c1ccc[nH]c1=O,COCCN(C)CC1(CO)CCC1,CC(=O)NCC(=O)O[C@@H](C)c1nc(-c2ccccc2)no1
Cc1nn(C)c(C)c1CS(=O)(=O)C(Cc1csc(-c2ccccn2)n1)c1ccncc1,Nc1cccnc1Oc1ccc(Cl)cc1Cl,Cc1cc(O)ccc1NC(=O)[C@@H](C(C)C)N1C[C@H](C)C[C@@H](C)C1,O=C([O-])c1cc(Br)cc2c1N[C@H](NCCC1=CCOCC1)[C@H]1CC=C[C@H]21,C[C@@H](OCC(=O)c1csc(C(F)F)c1)C(=O)Nc1ccc(C#N)cc1
COc1ccc([NH+]2CCN(c3ccc(S(=O)(=O)c4cc(C)n(C)n4)cc3)C[C@H]2C)cc1,CN[C@]1(CN2CCN(C(=O)C[C@H](C)Nc3ccccn3)CC2)CCCCC1(C)C,CC[C@@H](CO)N1CC[NH+]([C@@H](C)SCC(=O)c2ccc(Cl)s2)CC1,N#Cc1ccc(CC(=O)NNC(=O)Cc2cc3ccccc3s2)cc1,N#CC(C#N)[C@H](Cc1ccccc1)C1=CC[NH+](CC(F)(F)C(F)F)CC1
O=C(CN1CCN(C2CC2)C1=O)c1cccc(F)c1,COc1cccc(NC(=O)COC(=O)c2cn3ccccc3n2)c1,CS[C@H]1CC[C@H](OC(=O)c2csc(N(C)C3CCN(CC(F)(F)F)CC3)n2)C1,O=C(Cn1c(=O)oc2cc(Br)ccc21)NC1=NN(c2ccc(F)cc2)C(=O)CC1,Cc1ccc(Br)cc1/N=N/NCC(=O)[O-]
CCO[C@H](CO)NCc1ccc2c(c1)N(C)C(=O)CO2,C#Cc1cc(NC(=O)N2CCN(C[C@H]3CCC(=O)N(C)C3)CC2)ccn1,CC(C)NC(=O)[C@@H]1CN(C(=O)NNc2ccccc2F)CCN1c1ccc2[nH]c(=O)[nH]c2c1,O=C(NCCn1ccccc1=O)NCc1ccc(F)cc1,N#Cc1cn(-c2ccccc2)c(=O)n(C[NH+]2CCC[C@H]2c2ccccc2)c1=O
CS(=O)(=O)[C@]1(c2ccc(N3CC[S+]([O-])CC3)cc2)C[C@H]1C[NH3+],COCCOc1cc(Br)c(S(=O)(=O)[N-]C(=O)[N+](=O)[O-])cc1C#N,C[C@H]1C[C@@H]1NC(=O)c1cccc(C(F)(F)F)c1,COc1ccc(C(=O)N[C@H]2CC(=O)N(c3ccccc3Cl)C2)cc1F,COOc1ccccc1[N-]S(=O)(=O)CC(=O)NCc1noc2c1CCCC2
CC(=O)N[C@H](CNCc1ccc(O)cc1)[C@@H]1CCCC[C@@H]1C,COOc1ccc(CN(C)C(=O)Cc2ccc3nccnc3c2)cc1,COC(=O)S(=O)(=O)CC(=O)NCc1ccc(-n2ccnn2)s1,CC(C)=CCc1c(C)c2cc3c(C)c(C)oc3c(C)c2oc1=O,CC(=O)Nc1ccc(C[NH+]2CCc3c([nH]c([NH2+][C@@H]4CC45CCOCC5)nc3=O)C2)cc1
COc1ccsc1NC(=O)N[C@@H](C)c1nc2cccnc2n1-n1ncn(C)c1=O,C[C@@H](Oc1cccc[nH+]1)C(=O)NC(=O)[O-],Cc1nc(OCCC(=O)[O-])c(C(=O)c2ccccc2)cc1[N+](=O)[O-],COC[C@@H](O)CNC(=O)Cn1cc2c(n1)CCCC2,C[C@H](c1ccccc1)[C@H](C)N1CC[C@H](OF)C1
Cc1ccc(-c2cc(F)c(O[C@H](C)C3CCC(C)CC3)c(F)c2)cc1,Cc1ccccc1[S@+]([O-])CN1C(=O)C[C@@H](C(=O)NC(=S)Nc2cccc(C)c2C)C1=O,C[NH+]1CC[C@@H](NC(=O)C2CCCCC2)[C@H]1N1Cc2ccccc2C1=O,CCC[C@H](C)[C@@H]1N=C2C=NN(N3CCN(c4ccncc4)CC3)[C@@H]2N1,CC(C)[NH+](C(=O)N1CCC[C@@H](O)C1)C(C)(C)C
C[C@H](CC(=O)NCC(N)=S)Cc1ccccc1Cl,CCCC1(NCC(=O)N2CSC[C@H]2CCC#N)CCCC1,CC[C@H]1CCC[C@@H](NCc2nc3c(s2)CCC3)C1,Cc1ccc(OC(=O)C2CN(C(C)(C)C)C2)cc1,CCC(CC)OC(=O)NC[C@@H](O)c1ccncc1
COc1ccc([C@@H](O)[C@H](C)C(=O)N(Cc2ccccc2)C2CC[NH+](C)CC2)cc1,NS(=O)(=O)c1cc2c(cc1OCc1cnc(C3CC3)o1)OCO2,C[S@+]([O-])c1ccc(NC(=O)NC[C@@H]2CC[NH+](C3CCCCC3)C2)cc1,CC[C@H](Oc1cccc(-c2ccc(C)cn2)c1)C(=O)Nc1cccc(F)c1,COS(=O)(=O)N1CCC[C@H](C2=N/C(=C/C=C/Nc3cccc(O)c3)C(=O)O2)C1
COc1ccc(F)cc1C(=O)Nc1cc(NCO)ncn1,COc1ccc(C2(C(=O)N[C@@H](C)[NH2+][C@@H]3c4ccccc4C[C@H]3C)CC2)cc1C,CCOC(=O)CN1CC[C@H](NC[C@H]2C[C@H](O)C[NH+]2CC(=O)c2ccccc2)[C@@H](C)C1,C[C@H](OC(=O)C1CCC(O)CC1)C(=O)Nc1ccc(N2CCCCC2)cc1,CCn1cnnc1/C=C\C(=O)[O-]
O=C1/C(=C2\C(=O)N([C@@H](O)[C@@H](O)[C@H](O)CO)c3ccccc32)SC(=S)N1c1ccccc1F,CC(C)(C[C@@H]1C(=O)NC(=O)C[C@@H]1c1cc(Cl)cc(Cl)c1O)[C@@H]1CCOC1,Cc1sc(=O)n([C@H](C)CNC(=O)c2ccccc2Br)c1C,CC[C@H](C)[C@@H](C)c1n[nH]c(C(=O)Nc2cc(OC)ccc2F)c1Cl,CC[NH+](C)CS(=O)(=O)c1ccc(NC#N)cc1
CC[C@@H]1CN2C=[NH+]c3oc(C)c(C(=O)NC(=O)CCC(=O)[O-])c3C2=N1,Cc1nc(-c2ccc(NC(=O)CCc3cc4ccccc4o3)cc2)n(C=O)c1C,CCS(=O)(=O)OCc1ccc(C(=O)N2CCC[C@@H]2C2CCSCC2)cc1,CC1=C(C(=O)NC[NH+]2C[C@@H](O)C[C@@H]2C(=O)Nc2[nH]nc3c2C[C@H](C)CC3)[C@H](C)C(C(=O)C2CC2)=N1,CS(=O)(=O)c1ccc(N2CCN(C3=NC=NC4=NC=N[C@H]43)CC2)c(-c2ccc(F)c(F)c2)c1
COc1ccc(C=C(C#N)C(=O)Nc2ccccc2Br)cc1Cc1ccccc1,Cc1oc2c(C)c3oc(=O)c(C(=O)NCc4ccccc4N4CC(=O)N(CC5CCCC5)CC4=O)c(C)c3cc2c1C,O=C(Cn1nc(-c2nc(Cc3nc4ccccc4[nH]3)n[nH]2)oc1=O)NC(=O)CC(F)(F)F,O=C(CNCc1ccccc1Nc1ccccc1)NC(=O)c1nc2c(s1)CCCC2,C=CCN(C#N)C(=O)Nc1nnc(-c2cc(S(=O)(=O)CC)ccc2[O-])c2ccccc12
CC[NH2+][C@H](C(=O)Nc1cccc(C#CC[NH3+])c1)c1ccccc1,CC(C)[C@H](C)c1ccc(NC(=O)c2ccnn2C)cc1,C[C@@]12C[C@H](O)[C@@H]3[C@@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CC[C@@H]2CC#N,CC[NH+](C)Cc1cc2c(cc1-n1ccc([N+](=O)[O-])n1)OCO2,O=C(Nc1cccc(CI)c1)Oc1ccccc1
CCC(CC)([C@@H](Nc1[nH+]ccn1C)c1ccc(C)c(C)c1)N1CCC1,COC(=O)NC(=O)[C@H](C)CNC(=S)NC(=O)C1=C(C)N=C([O-])[C@H]1c1ccccc1,C[C@@H](OC(=O)Cc1csc(C(=O)c2ccc3c(c2)COC3)c1)c1ccc2c(c1)OCCO2,COc1c(CN2C(=O)COc3ccccc32)c(C)nn1C,CCCC[C@@H](CC)/C([O-])=N/S(=O)(=O)C(C)C
O=C(N[C@H]1[NH+]=c2ccccc2=[NH+]C1=O)N[C@@H]1C[C@@H]2CCCc3cccc1c32,CCCC1CCN(c2ccc([C@H](Cl)C(F)(F)C(F)F)cc2)CC1,C[NH+]1CCN(c2cccc(Oc3cn[nH]c(=O)n3)c2C(N)=O)CC1,CNS(=O)(=O)Cc1cccc(C(=O)c2nc3cccc(Cl)c3s2)c1,O=C(N[C@@H](Cc1ccccc1)C(=O)c1ccc(-c2cnn(-c3ccccn3)n2)nc1)c1cccs1
O=C(C1CCCCC1)[C@@H]1CCCN(N2CCN(C(=O)COc3ccc(F)cc3)CC2)C1,C[C@@H](Sc1cccc(F)c1)C(=O)NC(=O)NC[C@@H]1C[C@@H]1C,O=C([O-])c1cc(Cn2ccnn2)oc1C(=O)Nc1ccc(Cl)cc1,CC[C@@H](C)C[C@@H](C)C(=O)CCCC(=O)N1C[C@@H](C)[C@@H](C)C1,CN(C)c1ccccc1C[S@+]([O-])Cc1ccccc1C12CC3CC(CC(C3)C1)C2
CCCCS(=O)(=O)N1CCC[C@@H](CCCC(C)=O)C1,Cc1ccc(SCCCC[C@@H]2C[C@@H]2c2ccncc2)cc1,CC[C@H](C)c1ccc(N(CN2CCOCC2)C(=S)Nc2ccccc2)cc1,COc1cc2c(cc1C[C@H](CBr)c1noc(C)n1)OCO2,CCC(CC)Nc1nnc(CCl)s1
C[C@@H](CNC(=O)c1cccc(-c2ccsc2)c1O)Nc1ccc(Cl)cc1,CCC[C@@H](C)OC(=O)NCc1coc2ccccc12,Cc1cc(Nc2ncnc3[nH]ncc23)c(-c2c(F)cccc2Cl)cc1F,CC[C@@H]1CCCCN1[C@H](C[NH3+])CC(=O)Nc1c(C)n[nH]c1C,COC(=O)[C@H](O[C@H]1CCN(C(=O)N[C@@H]2CC(=O)N(c3ccc(F)cc3)C2=O)C1)c1ccccn1
CC[NH+](CC)C[NH2+][C@H](C)[C@@H](C)O,Cc1c(NC(=O)C(=O)N2CCC[C@@H](N[C@@H]3CCC[C@@H](C4CCOCC4)C3)C2)c(=O)n([N+](=O)[O-])n1C,CCSCC[C@H](C)NC(=O)N(C)c1cc(C)on1,Cc1nc(CNc2ccccc2-c2ccc(O)cc2)cc(=O)[nH]1,C[NH+]1CCN(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)CC1
NC(=O)c1ccc(Cc2cccc(F)c2)nc1[C@H]1COc2ccccc2O1,COc1cccc(NCCc2ccc(/C=C\C#N)cc2)c1,[NH-]S(=O)(=O)c1nsc(-n2nc(N3CCOCC3)cc2C2CCCCC2)n1,C#Cc1c(C(=O)NCc2ccc(Nc3ccc4c(c3)OCO4)nc2)nc(=O)[nH]c1C,C[C@H]1C[C@H](C[C@]2(C)CC(C)(C)N(c3nc4ccccc4n3-c3ccccc3)c3ccccc32)C(=O)O1
COc1ccc(N2CCOCC2)c(-c2sc(OC(C)C)nc2[N+]#N)c1,COc1cccc(C(=O)[C@@H]2CCCN2C(=O)Cc2cccs2)c1,O=C(ON1CCc2ccc(-c3ccco3)cc2C1)c1ccc2ccccc2c1,COc1cc(F)c(NC(=O)N(C)C[C@H]2CCO[C@H]2c2cccnc2)cc1F,C[NH2+][C@@H]1CCO[C@]2(CCCc3ccc(C[NH+](C)C)cc32)C1
CCOc1ccc([N-][C@@H](C)C(=O)Sc2ccc3c(c2)OCO3)cc1,Cc1ccc(S(=O)(=O)c2ccc([C@@H](C)C(=O)[O-])cc2)cc1-n1cc(Cl)cn1,CC[C@@H](C)N(C)C(=O)c1nn(Nc2ccc(-c3ccc(F)cc3)c(O)c2)c(=O)n(CC(C)C)c1=O,CNc1ccc(C(=O)N2CCC(CSC)CC2)cc1Br,Cc1cc(Cc2cc(C)c(C=NNC(=S)Nc3ccccc3)cc2C)no1
CCn1/c(=N/C(=O)[C@@H]2C[C@@H]2CC(F)(F)F)[nH]c2ccc(Br)cc21,CCc1ccccc1C(=O)N1CC[C@@H]([C@H]2CCCCO2)c2ccccc21,C[C@@H](OC(=O)c1c(Cl)ccc(Cl)c1Cl)c1nc(C(C)(C)C)cs1,COc1ccc(C(=O)Nc2c(C)csc2-c2ccc(S(=O)(=O)c3oc4ccccc4c3C)o2)cc1,CCN(C(=O)Nc1ccon1)c1ccc(C(=O)c2cc(C)no2)cc1
CC(C)NC(=O)[C@@H]1[C@@H](N=Cc2ccc(OC(F)(F)F)o2)C1(C)C,CC[C@H](CCO)NC(=O)Nc1cc(F)ccc1OC,CCc1ccc(/C=N/[C@@H](Cc2cccs2)C(=O)[O-])cc1-c1cc(C)on1,O=c1oc2cc([N+](=O)[O-])ccc2n1Cc1ncccn1,CC(C)(COc1cccc(F)c1F)Cc1cccc(CC(=O)NNC(=O)Cc2cc[n+]([O-])cc2)c1
CN(C)S(=O)(=O)NCc1cc(C2CCSCC2)cn1C,COc1ccc(NC(=O)C[C@@H](NC(=O)c2ccc(CCC(=O)[O-])cc2)c2ccc(Cl)cc2)cc1,Nc1ccc(NC(=O)CCCOc2ccc3c(c2)C(=O)NC3=O)c(F)c1,O=C(N[C@H](CCBr)C(=O)[O-])c1cccc(F)c1,COc1cc2c(cc1-c1cnn(C#N)c1N)S(=O)(=O)N(c1cc(-c3ccccc3)n[nH]1)C2=O
O=C(NCN1CCN(C(=O)Cc2ccccc2)CC1)c1cccs1,CCOc1[nH+]ccn1CC[n+]1ccc(C(=O)c2cccc([N+](=O)[O-])c2)cc1,C[C@H](C(=O)NC(C)(C)C)[C@@H](C)C(=O)NN,CN1CCN(c2cncnc2Sc2ccc(Nc3ccc4ccccc4c3)cc2)C1=O,CC[C@H](COC(=O)Cc1cccc2ncccc12)c1cccc(N)c1
COc1ccc(C)cc1NC(=O)C=Cc1nc(-c2ccc(C#N)cc2)ncc1Cl,O=C(CCOC(=O)c1cc(-c2ccc(Cl)cc2)n2c1CSC2)c1ccccn1,Cc1nc(N(C(=O)[O-])c2nc3ccccc3s2)nc2c1CCC(=O)N2Cc1ccccc1,CC(C)[C@@H](C)N1CCC2(CC1)CN(C)C(=O)O2,COc1cccc2c(=O)n(C(=O)CSC(=S)Cc3ccccn3)ccc12
CCN(CC(=O)Cc1ccccc1)C(=O)C=Cc1cccc(OC(F)F)c1,C[C@@H](CCNc1cc(Br)c[nH]c1=O)c1ccccc1F,CSCCNC(=O)c1ccnc(N2CC[NH+](C(=O)C3=CCCC3)CC2)c1,CC(C)(C)n1ccnc(NC(=O)[C@@H]2CCCS2)c1=O,CC(C)[C@@H]([NH2+][C@@H](CS(C)(=O)=O)c1cnc[nH]1)OCC[NH3+]
Clc1ccccc1OCc1ccc(Cn2cnc(Cl)c2Cl)cc1,O=C(CC1(c2ccc(Br)c3ccccc23)C(=O)c2ccccc2C1=O)N[C@@H](Cc1ccccc1)Cn1cnnn1,C[C@H]([NH2+]C1C(C)(C)C1(C)C)[C@@H](C)OCC(=O)NNc1cc(F)cc(F)c1,Cn1ccc(NC(=O)C[C@@H](C[NH3+])[C@H]2CCC[NH+](Cc3cccc(Br)c3)C2)n1,CS(=O)(=O)N1C[C@@H]2CC[C@H](C1)[NH+](c1ccc(C(=O)[C@H](C#N)c3ccccc3)cc1)C2
Cc1cccc(C(=O)O[C@@H]2CCC[NH+](CCCCc3ccco3)C2)c1,C[NH2+]c1nc(CCS[C@H]2CCC[C@@H](O)C2)cc(=O)[nH]1,COc1ccc(C[C@H](O)CNC(=O)[C@@H](C)S(C)(=O)=O)cc1,COc1ccc(COC(C)=O)cc1-c1ccncc1F,Cc1ccc(N(CC(=O)[O-])C(=O)c2cccc(Cn3ccc4ccccc43)n2)cc1
CC(=O)N1CCN(Cc2ccc(NC(=O)c3ccc(C)o3)c(C#N)c2)CC1,O=C(CCON=Cc1ccc(N2CCCC2)cc1)NC(=O)c1ccco1,CCCCCC(=O)CC(=O)NCc1ccc(-c2c(C)cc(C)[nH]c2=O)c2ccccc12,Cc1cc(O)c(S(=O)(=O)NNC(=O)C2CCCCC2)cc1Cl,COc1ccccc1C=CC(=O)NC(=O)Cc1csc(SC)n1
C[C@H](C(=O)[N+](=O)[O-])[NH+]1COc2ccc(C(=O)[O-])cc2C1,Cc1ccc([C@@H]2CCCO2)o1,CCc1cc(C)[nH+]c(C[S@@+]([O-])CC(=O)Nc2cnccn2)c1,CCNc1n[nH]c(=O)c2c1CCCC2,Cc1cc([C@@H](C)SCC(=O)n2c3c(sc2=O)CCCC3)on1
Cc1csc(NC(=O)[C@@H](C)c2ccccc2Cl)n1,Cc1nn(C)cc1Nn1c(C)nnc1[C@@H](C)NC(=O)Nc1cccc(Oc2cccnn2)c1,C[C@H](COC1CCCCC1)NC(=O)c1ccc(O[C@@H](CO)CC(C)(C)C)cc1,Cc1ccc(CNC(=O)[C@@H]2[C@@H](C(=O)NCc3ccco3)C2(C)C)cc1Oc1cccs1,COC[C@@H](C[NH2+]C[C@@H](O)CO)C1CCCC1
CCc1c(C)nc(-c2ccco2)[nH]c1=O,C[NH+]1CCN(C(=O)C2(C(=O)c3ccccn3)CCOCC2)CC1,CCOc1ccc2c(c1)c(=O)c(CC[NH2+]C1CC1)cn2C(=O)c1cccc(F)c1,CCn1c(C)cc(C(=O)NC2CCC([C@@H]3C(=O)N=C(C)C=C3C)CC2)c1C,Cc1cc(C)c2c(CC(=O)CCS(=O)(=O)S(=O)(=O)c3cccc(Cl)c3)coc2c1C
C=C(Cl)CS[C@@H](C(=O)N[C@@H](C)CC)C(C)C,C[C@H](O)[C@H](C(=O)[O-])[C@@H]1CCC[NH+](CC2C(C)(C)C2(C)C)C1,Cc1nonc1C(=O)N1CC[NH+]2CCCC[C@@H]2C1,CC[C@@H](C)N[C@@H]1CCC[C@H](N2CCCC(C)(C)C2)C1,CN(CC(F)(F)F)C(=O)CCNC(=N)O
Cc1nc([NH2+]NCC(=O)N(C)C(=O)N(C)C)n[nH]1,O=C(NCC(F)(F)F)[C@@H](O)c1cc(=O)[nH]c2ccccc12,CC(C)(C)[C@H]1[C@H]2[NH+]=c3ccccc3=C2CCN1NC(=O)Cc1ccc2c(c1)CCN2S(N)(=O)=O,CC(=O)N1CCCc2ccccc21,Cc1ccc(C(=O)Nc2cc(-c3ccc(C)c(C)c3)cc([C@H]3CCC[C@H]3Nc3cn(C)cn3)c2)cc1
COc1ccc([C@H](NC(=O)c2ccc(-c3ccccc3Cl)cc2)c2ccccc2)cc1,N#Cc1c(C2CCCC2)nn(N2CCC2)c1N,CC1=C[C@@H](C(=O)c2ccc(Br)cn2)NO1,CCc1ccc(Cl)c(NCOC)c1[NH2+][C@@H](C)OC,COCCc1nc(-c2nnc(N)s2)c2cnn(C)c2n1
CC(C)CNc1ccc(C2=NN=C([C@H]3N=NC=[NH+]3)C2)cc1,O=C(Nc1ccccn1)[C@H]1CCCC[C@@H]1c1cnc[nH]1,Cc1ccc(SN2CCN(Cc3cnc(-c4ccc(Br)cc4)n3C)C(=O)C2=O)cc1,CON1CC[C@H](NC(=O)C[NH2+]C2(C)CC[NH2+]CC2)C1=O,COCOc1ccc(NC(=O)CN(C)C[C@@H]2CC[C@H](C)[C@@H](C)C2)cc1
Cc1cnn([C@@H](C)NC(=O)N(C)c2nc3c(C)cccc3s2)c1,COc1ccc(CNC(=O)Nc2sc([N+](=O)[O-])c(C)c2CC(N)=O)cc1,C[NH+](C)CC(=O)N(C1CC1)[C@H](C(N)=O)C(C)(C)C,CC[C@H](C(=O)Cl)C1CC1,Cc1ccn2/c(=N/C(=O)Cc3csc(NC(=O)c4ccccc4C)n3)[nH]nc2c1
C[C@H]([NH2+]Cc1nsc(CC(C)(C)O)n1)c1nc(N2CCC(C)(C)CC2)no1,O=C(c1ccc(Cl)cc1)N1CCN(C[C@H]2CN3CCCC[C@@H]3CO2)CC1,COc1ccc2c(OCC(=O)n3cnc4sccc4c3=O)cc(=O)oc2c1,CCOC(=O)C1CC[NH+](Cc2nc(-c3ccc(NC(=O)c4ccccc4F)cc3)c3ccccc3n2)CC1,CCc1nnsc1C(=O)N(C)C(=O)[C@@H]1CC[NH2+]C1
COc1ccc(-c2nn(C(=O)CC[C@@H]3CCC[NH+]3C)c(=S)n2C)cc1OC,CON(C)C(=O)[C@H](C)c1cc(=O)n2c(C)cccc2n1,Cc1cc(C2=NN[C@](C)(CCc3ccccc3)S2)cc(C)c1F,Cc1ccccc1C1(O)CCN(S(=O)(=O)c2ccc(-c3cc4c(s3)CC[C@H](C)C4)[nH+]c2)CC1,Cc1cc(C)c(OCC(=O)NC(=O)Cc2ccc(Cl)s2)c(C)c1
O=C(N[C@@H]1CCCOC1)c1cc(-c2ccc(Br)cc2)nc2c(Cl)cccc12,CCn1c(Cc2cc(F)c(C)cc2F)nnc1-c1ccc(N)cc1,CC1(C)CCCC[C@@H]1CNC(=O)[C@@H]1CC[C@@H](C[NH3+])O1,Cc1cccc([C@H](C)N2CCN(C(=O)Cc3c(C)nc4nc(N5CCSC6(CCCCC6)C5)nn4c3C)CC2)c1,CC(C)[NH+]1C[C@@H](C)[C@@H](N(C)CC(=O)[C@H](C)Cc2ccc(C(C)(C)C)cc2)C1
COc1nc(C)ccc1Cc1ccc(-c2ccno2)cc1N,CCOc1ccc(Br)cc1[C@@H](O)[C@@H](C[NH3+])c1ccc2ccccc2n1,CON(Cc1ccc([NH+]2CCC[C@@H](CC(F)(F)F)C2)cc1)c1nc(C)cs1,NC(=O)COC(=O)N1CCc2nnc(C(=O)[O-])n2CC1,Cc1ccc(NC(=O)C(=O)c2cc(C#N)ccn2)cc1C
Cc1nc(NC(=O)C(=O)Nc2scnc2-c2ccncc2)sc1CC1CC1,CCn1nc(C)cc1[C@@H]1CCCN1C(=O)[C@@H]1C[C@@]12CCc1ccccc12,CC[S@@+]([O-])c1nc2ccccc2n1NC[C@H]1COc2ccccc2O1,O=C(Nc1cccnc1)C(=O)N[C@H]1CCCCC[C@@H]1N1CCN(C2CC2)CC1,O=C([O-])C=CC(=O)C[NH+]1CCC[C@@H]1C(=O)N1CCCN([C@H]2CCS(=O)(=O)C2)CC1
Fc1ccc2ccc(N=CC3CCSCC3)nc2c1,C[NH+]1CCC2(CC1)OCCN2CP(=O)([O-])[O-],O=c1ccc2ccc3c(c2o1)OCO3,Cc1cccc(S(=O)(=O)c2ccc(NC(=O)CN3CCC[C@@H]4CCCC[C@H]43)cc2)c1,Cc1nnc([C@@H](C(C)C)C2OCCCO2)n1C(C)(C)C
CC(C)(CCN(C(=O)C(=O)NCCc1ccc([N+](=O)[O-])cc1)C(C)(C)C)[C@H](O)c1ccc([N+](=O)[O-])cc1,COc1ccc(C(F)(F)C(=O)NCc2cc(NN3CCc4sccc4C3)ncn2)cc1,C[C@H]1CN(c2ccc(Cl)c(Cl)c2)[C@@H](C)CN1C(=O)[C@H]1CCC[C@H](O)C1,Cc1ccc(C=CC(=O)N2CCN(CCOc3cccc(C)c3C)CC2)cc1,CC[NH2+]c1nc2n(n1)[C@H](C(=O)C1CCC1)C(N1CCCCC1)=C(C)N2
